"","X.1","X","ï..DATE","TIME","BOROUGH","ZIP.CODE","LATITUDE","LONGITUDE","LOCATION","ON.STREET.NAME","CROSS.STREET.NAME","OFF.STREET.NAME","NUMBER.OF.PERSONS.INJURED","NUMBER.OF.PERSONS.KILLED","NUMBER.OF.PEDESTRIANS.INJURED","NUMBER.OF.PEDESTRIANS.KILLED","NUMBER.OF.CYCLIST.INJURED","NUMBER.OF.CYCLIST.KILLED","NUMBER.OF.MOTORIST.INJURED","NUMBER.OF.MOTORIST.KILLED","CONTRIBUTING.FACTOR.VEHICLE.1","CONTRIBUTING.FACTOR.VEHICLE.2","CONTRIBUTING.FACTOR.VEHICLE.3","CONTRIBUTING.FACTOR.VEHICLE.4","CONTRIBUTING.FACTOR.VEHICLE.5","UNIQUE.KEY","VEHICLE.TYPE.CODE.1","VEHICLE.TYPE.CODE.2","VEHICLE.TYPE.CODE.3","VEHICLE.TYPE.CODE.4","VEHICLE.TYPE.CODE.5","number_vehicles_involved"
"2749",3561,11660,"12/25/2015","4:00","BROOKLYN",11236,40.6336818,-73.8986765,"(40.6336818, -73.8986765)","REMSEN AVENUE","AVENUE M",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3360036,"UNKNOWN","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,3
"2750",3562,11661,"12/25/2015","4:00","MANHATTAN",10031,40.8200975,-73.9550764,"(40.8200975, -73.9550764)","WEST 135 STREET","BROADWAY",,0,0,0,0,0,0,0,0,"Driver Inexperience","Unspecified",,,,3361766,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2751",3563,11662,"12/25/2015","4:00","QUEENS",11372,40.7480249,-73.8802047,"(40.7480249, -73.8802047)","ROOSEVELT AVENUE","86 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3361052,"UNKNOWN","UNKNOWN",,,,2
"2752",3565,11665,"12/25/2015","4:45","QUEENS",11368,40.7531129,-73.8599941,"(40.7531129, -73.8599941)","37 DRIVE","108 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3361041,"UNKNOWN","UNKNOWN","UNKNOWN",,,3
"2753",3566,11666,"12/25/2015","5:29","QUEENS",11434,40.6596509,-73.7738282,"(40.6596509, -73.7738282)","FARMERS BOULEVARD","ROCKAWAY BOULEVARD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360079,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2754",3567,11667,"12/25/2015","5:35","MANHATTAN",10032,40.8378994,-73.9420832,"(40.8378994, -73.9420832)","BROADWAY","WEST 163 STREET",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3360603,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2755",3568,11668,"12/25/2015","5:50","QUEENS",11414,40.6625242,-73.8407023,"(40.6625242, -73.8407023)","CROSSBAY BOULEVARD","157 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360086,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2756",3569,11669,"12/25/2015","6:00","QUEENS",11377,40.7524576,-73.8971568,"(40.7524576, -73.8971568)","69 STREET","34 AVENUE",,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way","Unspecified",,,,3361054,"UNKNOWN","UNKNOWN",,,,2
"2757",3570,11670,"12/25/2015","6:10","QUEENS",11416,40.6792793,-73.8604664,"(40.6792793, -73.8604664)","LIBERTY AVENUE","77 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360422,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2758",3571,11671,"12/25/2015","6:20","BROOKLYN",11203,40.6625746,-73.9344679,"(40.6625746, -73.9344679)","SCHENECTADY AVENUE","EAST NEW YORK AVENUE",,1,0,0,0,0,0,1,0,"Physical Disability","Physical Disability",,,,3361397,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2759",3572,11672,"12/25/2015","6:50","BROOKLYN",11223,40.5998348,-73.9682028,"(40.5998348, -73.9682028)","AVENUE T","EAST 4 STREET",,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",,,,3359997,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2760",3573,11673,"12/25/2015","7:05","BROOKLYN",11219,40.6407694,-73.9940763,"(40.6407694, -73.9940763)","FORT HAMILTON PARKWAY","44 STREET",,0,0,0,0,0,0,0,0,"Fatigued/Drowsy","Turning Improperly",,,,3360015,"PASSENGER VEHICLE","BUS",,,,2
"2761",3574,11674,"12/25/2015","7:06","QUEENS",11372,40.7481228,-73.879277,"(40.7481228, -73.879277)","ROOSEVELT AVENUE","87 STREET",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3361051,"UNKNOWN","UNKNOWN",,,,2
"2762",3575,11675,"12/25/2015","7:10","QUEENS",11691,40.6077768,-73.7524418,"(40.6077768, -73.7524418)","NAMEOKE STREET","REDFERN AVENUE",,0,0,0,0,0,0,0,0,"Alcohol Involvement","Unspecified",,,,3360372,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2763",3576,11676,"12/25/2015","7:10","QUEENS",11377,40.7476633,-73.9044617,"(40.7476633, -73.9044617)","39 AVENUE","59 STREET",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified","Unspecified",,3360447,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,4
"2764",3577,11677,"12/25/2015","7:15","BROOKLYN",11220,40.6428659,-74.0126478,"(40.6428659, -74.0126478)","54 STREET","5 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360313,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"2765",3578,11678,"12/25/2015","8:03","QUEENS",11421,40.6869281,-73.8531379,"(40.6869281, -73.8531379)","ATLANTIC AVENUE","89 STREET",,0,0,0,0,0,0,0,0,"Failure to Keep Right","Unspecified","Unspecified","Unspecified","Unspecified",3360380,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",5
"2766",3579,11679,"12/25/2015","8:05","BRONX",10460,40.8416223,-73.8693962,"(40.8416223, -73.8693962)","MELVILLE STREET","VANNEST AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360697,"LIVERY VEHICLE","UNKNOWN",,,,2
"2767",3580,11680,"12/25/2015","9:20","BROOKLYN",11208,40.6690638,-73.8655633,"(40.6690638, -73.8655633)","LINDEN BOULEVARD","LINCOLN AVENUE",,1,0,0,0,0,0,1,0,"Alcohol Involvement","Unspecified",,,,3360334,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2768",3581,11681,"12/25/2015","9:55","BRONX",10458,40.8742704,-73.8847756,"(40.8742704, -73.8847756)","EAST 204 STREET","VALENTINE AVENUE",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified",,,3360271,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,3
"2769",3582,11683,"12/24/2015","0:30","MANHATTAN",10034,40.872316,-73.9127363,"(40.872316, -73.9127363)","BROADWAY","WEST 220 STREET",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3359338,"SPORT UTILITY / STATION WAGON",,,,,1
"2770",3583,11684,"12/24/2015","0:30","QUEENS",11358,40.7625895,-73.8046316,"(40.7625895, -73.8046316)","161 STREET","NORTHERN BOULEVARD",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Alcohol Involvement",,,,3359784,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2771",3584,11685,"12/24/2015","0:30","BROOKLYN",11233,40.6739216,-73.9101119,"(40.6739216, -73.9101119)","EASTERN PARKWAY","BERGEN STREET",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3361412,"TAXI","PASSENGER VEHICLE",,,,2
"2772",3585,11687,"12/24/2015","0:35","BROOKLYN",11233,40.6761899,-73.9080899,"(40.6761899, -73.9080899)","EASTERN PARKWAY","ATLANTIC AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359562,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2773",3586,11688,"12/24/2015","0:50","BROOKLYN",11210,40.6323121,-73.9370159,"(40.6323121, -73.9370159)","AVENUE H","ALBANY AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359492,"SPORT UTILITY / STATION WAGON","UNKNOWN",,,,2
"2774",3587,11689,"12/24/2015","10:00","BRONX",10472,40.830304,-73.8631345,"(40.830304, -73.8631345)","LELAND AVENUE","GLEASON AVENUE",,2,0,0,0,0,0,2,0,"Other Vehicular","Other Vehicular",,,,3359385,"LIVERY VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2775",3588,11690,"12/24/2015","10:23","MANHATTAN",10024,40.7851558,-73.9790017,"(40.7851558, -73.9790017)","WEST 81 STREET","BROADWAY",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359308,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2776",3589,11691,"12/24/2015","10:30","BRONX",10463,40.8815498,-73.9064933,"(40.8815498, -73.9064933)","WEST 232 STREET","CORLEAR AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3359444,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2777",3590,11692,"12/24/2015","10:30","BROOKLYN",11207,40.6613849,-73.884098,"(40.6613849, -73.884098)","LINDEN BOULEVARD","SCHENCK AVENUE",,0,0,0,0,0,0,0,0,"Lost Consciousness","Unspecified",,,,3360325,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2778",3591,11693,"12/24/2015","10:30","MANHATTAN",10013,40.7168135,-73.9977634,"(40.7168135, -73.9977634)","CANAL STREET","MOTT STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Driver Inattention/Distraction",,,,3359243,"SPORT UTILITY / STATION WAGON","PICK-UP TRUCK",,,,2
"2779",3592,11694,"12/24/2015","10:30","MANHATTAN",10030,40.8232596,-73.9429233,"(40.8232596, -73.9429233)","WEST 145 STREET","BRADHURST AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified","Unspecified",,,3359332,"UNKNOWN","PASSENGER VEHICLE","PASSENGER VEHICLE",,,3
"2780",3593,11695,"12/24/2015","10:30","QUEENS",11417,40.6807,-73.8446429,"(40.6807, -73.8446429)","WOODHAVEN BOULEVARD","ROCKAWAY BOULEVARD",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",,,,3359724,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2781",3594,11696,"12/24/2015","10:40","MANHATTAN",10021,40.7664937,-73.9569573,"(40.7664937, -73.9569573)","EAST 70 STREET","1 AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3359303,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2782",3595,11697,"12/24/2015","10:43","BROOKLYN",11211,40.7047879,-73.9618698,"(40.7047879, -73.9618698)","BEDFORD AVENUE","ROSS STREET",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3359644,"SMALL COM VEH(4 TIRES)","PICK-UP TRUCK",,,,2
"2783",3596,11698,"12/24/2015","10:45","BROOKLYN",11219,40.6320161,-73.9916632,"(40.6320161, -73.9916632)","52 STREET","14 AVENUE",,0,0,0,0,0,0,0,0,"Outside Car Distraction","Failure to Yield Right-of-Way",,,,3359505,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2784",3597,11699,"12/24/2015","10:45","BROOKLYN",11233,40.6856128,-73.9232532,"(40.6856128, -73.9232532)","RALPH AVENUE","HANCOCK STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3361459,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2785",3598,11700,"12/24/2015","10:58","BROOKLYN",11203,40.6466434,-73.9245917,"(40.6466434, -73.9245917)","KINGS HIGHWAY","BEVERLY ROAD",,1,0,0,0,0,0,1,0,"Unspecified","Unspecified",,,,3360023,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2786",3599,11701,"12/24/2015","11:00","BRONX",10469,40.8652995,-73.8481235,"(40.8652995, -73.8481235)","YOUNG AVENUE","ALLERTON AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360690,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2787",3600,11702,"12/24/2015","11:00","QUEENS",11356,40.7816827,-73.8468591,"(40.7816827, -73.8468591)","121 STREET","20 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359791,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2788",3601,11703,"12/24/2015","11:00","QUEENS",11423,40.7132768,-73.7648266,"(40.7132768, -73.7648266)","195 PLACE","JAMAICA AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360383,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2789",3602,11705,"12/24/2015","11:00","QUEENS",11691,40.5958231,-73.7723268,"(40.5958231, -73.7723268)","BEACH 40 STREET","BEACH CHANNEL DRIVE",,1,0,0,0,0,0,1,0,"Pavement Slippery",,,,,3359652,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2790",3603,11706,"12/24/2015","11:00","BROOKLYN",11203,40.6517331,-73.930381,"(40.6517331, -73.930381)","CHURCH AVENUE","UTICA AVENUE",,3,0,0,0,0,0,3,0,"Fatigued/Drowsy","Unspecified",,,,3360024,"OTHER","PASSENGER VEHICLE",,,,2
"2791",3605,11709,"12/24/2015","11:30","QUEENS",11001,40.7291406,-73.709131,"(40.7291406, -73.709131)","256 STREET","87 ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359710,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2792",3606,11710,"12/24/2015","11:30","QUEENS",11379,40.7194601,-73.8911615,"(40.7194601, -73.8911615)","69 STREET","ELIOT AVENUE",,1,0,1,0,0,0,0,0,"Unspecified",,,,,3359683,"OTHER",,,,,1
"2793",3607,11712,"12/24/2015","11:38","QUEENS",11419,40.6860506,-73.831722,"(40.6860506, -73.831722)","111 STREET","103 AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3359659,"PASSENGER VEHICLE","VAN",,,,2
"2794",3608,11713,"12/24/2015","11:40","STATEN ISLAND",10312,40.5376795,-74.1651917,"(40.5376795, -74.1651917)","WOODS OF ARDEN ROAD","SYCAMORE STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360147,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2795",3609,11715,"12/24/2015","11:57","STATEN ISLAND",10301,40.6365613,-74.0761787,"(40.6365613, -74.0761787)","BAY STREET","MINTHORNE STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3361644,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2796",3610,11716,"12/24/2015","11:58","MANHATTAN",10065,40.7624884,-73.9629739,"(40.7624884, -73.9629739)","EAST 62 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",,,,3361736,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2797",3611,11717,"12/24/2015","12:00","BRONX",10458,40.8761664,-73.881507,"(40.8761664, -73.881507)","EAST MOSHOLU PARKWAY NORTH","VAN CORTLANDT AVENUE EAST",,0,0,0,0,0,0,0,0,"Brakes Defective","Pavement Slippery",,,,3359456,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2798",3612,11718,"12/24/2015","12:00","BROOKLYN",11214,40.60058,-73.9915987,"(40.60058, -73.9915987)","86 STREET","23 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360000,"PASSENGER VEHICLE","LARGE COM VEH(6 OR MORE TIRES)",,,,2
"2799",3613,11719,"12/24/2015","12:00","BROOKLYN",11216,40.6810711,-73.9497151,"(40.6810711, -73.9497151)","NOSTRAND AVENUE","MACON STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360057,"SPORT UTILITY / STATION WAGON","SMALL COM VEH(4 TIRES)",,,,2
"2800",3614,11722,"12/24/2015","12:00","BROOKLYN",11230,40.6239626,-73.9724457,"(40.6239626, -73.9724457)","AVENUE J","BAY PARKWAY",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359507,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2801",3615,11723,"12/24/2015","12:00","STATEN ISLAND",10312,40.5409396,-74.1749932,"(40.5409396, -74.1749932)","SNEDEN AVENUE","FABIAN STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360146,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2802",3616,11725,"12/24/2015","12:05","STATEN ISLAND",10305,40.5933139,-74.0631633,"(40.5933139, -74.0631633)","CAPODANNO BOULEVARD","LINDA AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular",,,,,3359888,"PASSENGER VEHICLE",,,,,1
"2803",3617,11726,"12/24/2015","12:12","MANHATTAN",10021,40.7688025,-73.9583602,"(40.7688025, -73.9583602)","EAST 72 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",,,,3360194,"TAXI","UNKNOWN",,,,2
"2804",3618,11727,"12/24/2015","12:12","QUEENS",11373,40.7349071,-73.8769844,"(40.7349071, -73.8769844)","SEABURY STREET","55 AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3360114,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2805",3619,11728,"12/24/2015","12:12","BROOKLYN",11216,40.6781065,-73.9431882,"(40.6781065, -73.9431882)","ATLANTIC AVENUE","SAINT ANDREWS PLACE",,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction","Unspecified",,,,3360058,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2806",3620,11729,"12/24/2015","12:13","MANHATTAN",10021,40.7681193,-73.9588624,"(40.7681193, -73.9588624)","EAST 71 STREET","2 AVENUE",,1,0,1,0,0,0,0,0,"Traffic Control Disregarded","Unspecified","Unspecified",,,3360193,"UNKNOWN","PASSENGER VEHICLE","BICYCLE",,,3
"2807",3621,11730,"12/24/2015","12:14","BROOKLYN",11236,40.6338025,-73.8896944,"(40.6338025, -73.8896944)","ROCKAWAY PARKWAY","SEAVIEW AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359531,"PICK-UP TRUCK","PASSENGER VEHICLE",,,,2
"2808",3622,11731,"12/24/2015","12:14","MANHATTAN",10019,40.8042578,-73.9629254,"(40.8042578, -73.9629254)","WEST 59 STREET","COLUMBUS CIRCLE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360568,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2809",3623,11732,"12/24/2015","12:16","MANHATTAN",10021,40.7713874,-73.9564776,"(40.7713874, -73.9564776)","EAST 76 STREET","2 AVENUE",,0,0,0,0,0,0,0,0,"Aggressive Driving/Road Rage","Unspecified",,,,3360196,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2810",3624,11733,"12/24/2015","12:20","BROOKLYN",11216,40.6800498,-73.9432622,"(40.6800498, -73.9432622)","FULTON STREET","TOMPKINS AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360059,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2811",3625,11734,"12/24/2015","12:20","QUEENS",11237,40.7038744,-73.9125493,"(40.7038744, -73.9125493)","BLEECKER STREET","CYPRESS AVENUE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3365551,"SPORT UTILITY / STATION WAGON","OTHER",,,,2
"2812",3626,11735,"12/24/2015","12:30","BROOKLYN",11239,40.6528929,-73.8667311,"(40.6528929, -73.8667311)","GATEWAY DRIVE","ERSKINE STREET",,0,0,0,0,0,0,0,0,"Pavement Slippery","Unspecified",,,,3360324,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2813",3627,11736,"12/24/2015","12:30","QUEENS",11355,40.7482595,-73.8165439,"(40.7482595, -73.8165439)","KISSENA BOULEVARD","NEGUNDO AVENUE",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3359790,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2814",3628,11737,"12/24/2015","12:30","QUEENS",11361,40.7591652,-73.773779,"(40.7591652, -73.773779)","NORTHERN BOULEVARD","CORPORAL KENNEDY STREET",,0,0,0,0,0,0,0,0,"Lost Consciousness","Lost Consciousness",,,,3360118,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2815",3629,11739,"12/24/2015","12:34","MANHATTAN",10031,40.8271027,-73.9499552,"(40.8271027, -73.9499552)","WEST 146 STREET","BROADWAY",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",,,,3359935,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2816",3630,11740,"12/24/2015","12:42","BROOKLYN",11235,40.5938073,-73.9406098,"(40.5938073, -73.9406098)","NOSTRAND AVENUE","AVENUE X",,0,0,0,0,0,0,0,0,"Backing Unsafely","Unspecified",,,,3359994,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2817",3631,11741,"12/24/2015","12:45","MANHATTAN",10028,40.7794977,-73.9555841,"(40.7794977, -73.9555841)","LEXINGTON AVENUE","EAST 86 STREET",,0,0,0,0,0,0,0,0,"Turning Improperly","Unspecified",,,,3359921,"PASSENGER VEHICLE","TAXI",,,,2
"2818",3632,11742,"12/24/2015","12:45","MANHATTAN",10065,40.7631141,-73.9625151,"(40.7631141, -73.9625151)","EAST 63 STREET","2 AVENUE",,1,0,0,0,0,0,1,0,"Traffic Control Disregarded","Unspecified",,,,3360195,"TAXI","PASSENGER VEHICLE",,,,2
"2819",3633,11743,"03/08/2016","12:00","MANHATTAN",10013,40.7236808,-74.0036366,"(40.7236808, -74.0036366)","THOMPSON STREET","BROOME STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3401396,"SPORT UTILITY / STATION WAGON","VAN",,,,2
"2820",3634,11745,"03/08/2016","12:00","QUEENS",11377,40.7578474,-73.8992132,"(40.7578474, -73.8992132)","31 AVENUE","68 STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3402067,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2821",3635,11746,"12/24/2015","12:50","QUEENS",11354,40.7571844,-73.8339571,"(40.7571844, -73.8339571)","COLLEGE POINT BOULEVARD","40 ROAD",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360108,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",,,,2
"2822",3636,11747,"12/24/2015","12:50","QUEENS",11421,40.6959506,-73.8623681,"(40.6959506, -73.8623681)","PARK LANE SOUTH","FOREST PARKWAY",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360377,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2823",3637,11748,"12/24/2015","13:00","MANHATTAN",10016,40.7465356,-73.9859503,"(40.7465356, -73.9859503)","5 AVENUE","WEST 31 STREET",,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Unspecified",,,,3360542,"PASSENGER VEHICLE","PASSENGER VEHICLE",,,,2
"2824",3638,11749,"12/24/2015","13:00","MANHATTAN",10022,40.7538792,-73.9661586,"(40.7538792, -73.9661586)","EAST 50 STREET","1 AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359271,"UNKNOWN","PASSENGER VEHICLE",,,,2
"2825",3639,11751,"12/24/2015","13:00","BROOKLYN",11201,40.6896312,-73.9857387,"(40.6896312, -73.9857387)","LIVINGSTON STREET","HOYT STREET",,1,0,0,0,0,0,1,0,"Driver Inexperience","Fatigued/Drowsy",,,,3361486,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2826",3640,11752,"12/24/2015","13:15","BROOKLYN",11229,40.6076937,-73.9609097,"(40.6076937, -73.9609097)","EAST 12 STREET","KINGS HIGHWAY",,0,0,0,0,0,0,0,0,"Unspecified",,,,,3359989,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2827",3641,11754,"12/24/2015","13:20","QUEENS",11355,40.7445864,-73.8196468,"(40.7445864, -73.8196468)","BOOTH MEMORIAL AVENUE","148 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3360097,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2828",3642,11756,"12/24/2015","13:25","BROOKLYN",11217,40.6824939,-73.9796145,"(40.6824939, -73.9796145)","4 AVENUE","BERGEN STREET",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3359608,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",,,,2
"2829",3643,11757,"12/24/2015","13:26","QUEENS",11423,40.7119494,-73.7791912,"(40.7119494, -73.7791912)","89 AVENUE","182 PLACE",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3360382,"PASSENGER VEHICLE","UNKNOWN",,,,2
"2830",3644,11758,"12/24/2015","13:30","BRONX",10458,40.8713439,-73.8869175,"(40.8713439, -73.8869175)","BEDFORD PARK BOULEVARD","VALENTINE AVENUE",,0,0,0,0,0,0,0,0,"Other Vehicular","Other Vehicular",,,,3359454,"UNKNOWN","UNKNOWN",,,,2
"2831",3645,11759,"12/24/2015","13:30","BRONX",10461,40.8561365,-73.8514521,"(40.8561365, -73.8514521)","NARRAGANSETT AVENUE","LYDIG AVENUE",,0,0,0,0,0,0,0,0,"Unspecified","Unspecified",,,,3360696,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2832",3646,11760,"12/24/2015","13:30","BRONX",10469,40.857358,-73.8372425,"(40.857358, -73.8372425)","PELHAM PARKWAY","LODOVICK AVENUE",,0,0,0,0,0,0,0,0,"Traffic Control Disregarded","Traffic Control Disregarded",,,,3363459,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2833",3647,11761,"12/24/2015","13:30","QUEENS",11414,40.669236,-73.845304,"(40.669236, -73.845304)","SOUTH CONDUIT AVENUE","90 STREET",,0,0,0,0,0,0,0,0,"Driver Inattention/Distraction","Unspecified",,,,3359728,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
"2834",3648,11762,"12/24/2015","13:30","QUEENS",11420,40.6802503,-73.8222184,"(40.6802503, -73.8222184)","111 AVENUE","118 STREET",,0,0,0,0,0,0,0,0,"Failure to Yield Right-of-Way","Unspecified",,,,3359725,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",,,,2
